STNAME,CTYNAME,POPESTIMATE2023
Virginia,Rockingham County,86568
Virginia,Russell County,25477
Virginia,Scott County,21433
Virginia,Shenandoah County,45228
Virginia,Smyth County,29216
Virginia,Southampton County,17975
Virginia,Spotsylvania County,149588
Virginia,Stafford County,165428
Virginia,Surry County,6593
Virginia,Sussex County,10757
Virginia,Tazewell County,39120
Virginia,Warren County,41843
Virginia,Washington County,54050
Virginia,Westmoreland County,19013
Virginia,Wise County,35174
Virginia,Wythe County,28104
Virginia,York County,70952
Virginia,Alexandria city,155230
Virginia,Bristol city,16807
Virginia,Buena Vista city,6566
Virginia,Charlottesville city,44983
Virginia,Chesapeake city,253886
Virginia,Colonial Heights city,18393
Virginia,Covington city,5545
Virginia,Danville city,41837
Virginia,Emporia city,5463
Virginia,Fairfax city,25144
Virginia,Falls Church city,14685
Virginia,Franklin city,8339
Virginia,Fredericksburg city,28928
Virginia,Galax city,6717
Virginia,Hampton city,137098
Virginia,Harrisonburg city,51082
Virginia,Hopewell city,22752
Virginia,Lexington city,7528
Virginia,Lynchburg city,79535
Virginia,Manassas city,42696
Virginia,Manassas Park city,16361
Virginia,Martinsville city,13763
Virginia,Newport News city,183118
Virginia,Norfolk city,230930
Virginia,Norton city,3492
Virginia,Petersburg city,33309
Virginia,Poquoson city,12635
Virginia,Portsmouth city,96793
Virginia,Radford city,16971
Virginia,Richmond city,229247
Virginia,Roanoke city,97171
Virginia,Salem city,25600
Virginia,Staunton city,25915
Virginia,Suffolk city,100659
Virginia,Virginia Beach city,453649
Virginia,Waynesboro city,23182
Virginia,Williamsburg city,15847
Virginia,Winchester city,27617
Washington,Adams County,20820
Washington,Asotin County,22549
Washington,Benton County,215219
Washington,Chelan County,79997
Washington,Clallam County,77616
Washington,Clark County,521150
Washington,Columbia County,4053
Washington,Cowlitz County,112864
Washington,Douglas County,44798
Washington,Ferry County,7497
Washington,Franklin County,99034
Washington,Garfield County,2363
Washington,Grant County,102678
Washington,Grays Harbor County,77290
Washington,Island County,86267
Washington,Jefferson County,33714
Washington,King County,2271380
Washington,Kitsap County,277658
Washington,Kittitas County,45508
Washington,Klickitat County,23589
Washington,Lewis County,86154
Washington,Lincoln County,11738
Washington,Mason County,68389
Washington,Okanogan County,43712
Washington,Pacific County,24200
Washington,Pend Oreille County,14361
Washington,Pierce County,928696
Washington,San Juan County,18566
Washington,Skagit County,131417
Washington,Skamania County,12640
Washington,Snohomish County,844761
Washington,Spokane County,551455
Washington,Stevens County,48837
Washington,Thurston County,299003
Washington,Wahkiakum County,4765
Washington,Walla Walla County,61568
Washington,Whatcom County,231919
Washington,Whitman County,48012
Washington,Yakima County,256643
West Virginia,Barbour County,15378
West Virginia,Berkeley County,132440
West Virginia,Boone County,20576
West Virginia,Braxton County,12162
West Virginia,Brooke County,21373
West Virginia,Cabell County,92082
West Virginia,Calhoun County,5959
West Virginia,Clay County,7783
West Virginia,Doddridge County,7680
West Virginia,Fayette County,39072
West Virginia,Gilmer County,7254
West Virginia,Grant County,10921
West Virginia,Greenbrier County,32149
West Virginia,Hampshire County,23649
West Virginia,Hancock County,28145
West Virginia,Hardy County,14251
West Virginia,Harrison County,64639
West Virginia,Jackson County,27593
West Virginia,Jefferson County,59787
West Virginia,Kanawha County,174805
West Virginia,Lewis County,16500
West Virginia,Lincoln County,19701
West Virginia,Logan County,30827
West Virginia,McDowell County,17439
West Virginia,Marion County,55807
West Virginia,Marshall County,29405
West Virginia,Mason County,24765
West Virginia,Mercer County,58057
West Virginia,Mineral County,26867
West Virginia,Mingo County,22023
West Virginia,Monongalia County,107718
West Virginia,Monroe County,12382
West Virginia,Morgan County,17649
West Virginia,Nicholas County,24169
West Virginia,Ohio County,41194
West Virginia,Pendleton County,6029
West Virginia,Pleasants County,7428
West Virginia,Pocahontas County,7765
West Virginia,Preston County,34099
West Virginia,Putnam County,56962
West Virginia,Raleigh County,72356
West Virginia,Randolph County,27350
West Virginia,Ritchie County,8167
West Virginia,Roane County,13743
West Virginia,Summers County,11581
West Virginia,Taylor County,16388
West Virginia,Tucker County,6604
West Virginia,Tyler County,7919
West Virginia,Upshur County,23529
West Virginia,Wayne County,37686
West Virginia,Webster County,8045
West Virginia,Wetzel County,13890
West Virginia,Wirt County,5000
West Virginia,Wood County,83052
West Virginia,Wyoming County,20277
Wisconsin,Adams County,21449
Wisconsin,Ashland County,16079
Wisconsin,Barron County,46833
Wisconsin,Bayfield County,16769
Wisconsin,Brown County,271417
Wisconsin,Buffalo County,13419
Wisconsin,Burnett County,17092
Wisconsin,Calumet County,53199
Wisconsin,Chippewa County,66970
Wisconsin,Clark County,34774
Wisconsin,Columbia County,58091
Wisconsin,Crawford County,15944
Wisconsin,Dane County,575347
Wisconsin,Dodge County,88231
Wisconsin,Door County,30562
Wisconsin,Douglas County,44264
Wisconsin,Dunn County,45794
Wisconsin,Eau Claire County,107903
Wisconsin,Florence County,4682
Wisconsin,Fond du Lac County,103948
Wisconsin,Forest County,9325
Wisconsin,Grant County,51409
Wisconsin,Green County,36951
Wisconsin,Green Lake County,19344
Wisconsin,Iowa County,23956
Wisconsin,Iron County,6228
Wisconsin,Jackson County,20855
Wisconsin,Jefferson County,85743
Wisconsin,Juneau County,26594
Wisconsin,Kenosha County,167488
Wisconsin,Kewaunee County,20690
Wisconsin,La Crosse County,120486
Wisconsin,Lafayette County,16945
Wisconsin,Langlade County,19404
Wisconsin,Lincoln County,28405
Wisconsin,Manitowoc County,81331
Wisconsin,Marathon County,138612
Wisconsin,Marinette County,42106
Wisconsin,Marquette County,15838
Wisconsin,Menominee County,4226
Wisconsin,Milwaukee County,916205
Wisconsin,Monroe County,46151
Wisconsin,Oconto County,39775
Wisconsin,Oneida County,38226
Wisconsin,Outagamie County,193234
Wisconsin,Ozaukee County,93460
Wisconsin,Pepin County,7441
Wisconsin,Pierce County,43026
Wisconsin,Polk County,45762
Wisconsin,Portage County,71024
Wisconsin,Price County,14102
Wisconsin,Racine County,196613
Wisconsin,Richland County,17197
Wisconsin,Rock County,164278
Wisconsin,Rusk County,14143
Wisconsin,St. Croix County,96763
Wisconsin,Sauk County,65920
Wisconsin,Sawyer County,18552
Wisconsin,Shawano County,41109
Wisconsin,Sheboygan County,117752
Wisconsin,Taylor County,20058
Wisconsin,Trempealeau County,30899
Wisconsin,Vernon County,31170
Wisconsin,Vilas County,23885
Wisconsin,Walworth County,105822
Wisconsin,Washburn County,16930
Wisconsin,Washington County,138168
Wisconsin,Waukesha County,412591
Wisconsin,Waupaca County,51388
Wisconsin,Waushara County,24934
Wisconsin,Winnebago County,171735
Wisconsin,Wood County,73939
Wyoming,Albany County,38257
Wyoming,Big Horn County,12018
Wyoming,Campbell County,47498
Wyoming,Carbon County,14334
Wyoming,Converse County,13809
Wyoming,Crook County,7592
Wyoming,Fremont County,39815
Wyoming,Goshen County,12642
Wyoming,Hot Springs County,4661
Wyoming,Johnson County,8759
Wyoming,Laramie County,100984
Wyoming,Lincoln County,20880
Wyoming,Natrona County,79941
Wyoming,Niobrara County,2354
Wyoming,Park County,30735
Wyoming,Platte County,8546
Wyoming,Sheridan County,32519
Wyoming,Sublette County,8969
Wyoming,Sweetwater County,41249
Wyoming,Teton County,23232
Wyoming,Uinta County,20745
Wyoming,Washakie County,7710
Wyoming,Weston County,6808
