STNAME,CTYNAME,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023
New Hampshire,Sullivan County,43068,43605,43918,43969
New Jersey,Atlantic County,274190,274956,275382,275213
New Jersey,Bergen County,953690,955383,953540,957736
New Jersey,Burlington County,461682,464479,466101,469167
New Jersey,Camden County,523122,524093,524649,527196
New Jersey,Cape May County,95044,95706,95405,94610
New Jersey,Cumberland County,153719,152083,151347,152326
New Jersey,Essex County,859974,854233,849724,851117
New Jersey,Gloucester County,302563,304592,306767,308423
New Jersey,Hudson County,721879,703448,702381,705472
New Jersey,Hunterdon County,128786,129671,129805,130183
New Jersey,Mercer County,386466,382172,380779,381671
New Jersey,Middlesex County,861408,862364,861094,863623
New Jersey,Monmouth County,642836,646517,644228,642799
New Jersey,Morris County,508439,510613,511219,514423
New Jersey,Ocean County,638465,649825,655663,659197
New Jersey,Passaic County,523439,518376,513634,513395
New Jersey,Salem County,64841,65045,65157,65338
New Jersey,Somerset County,344754,346498,347047,348842
New Jersey,Sussex County,143915,145721,145575,146132
New Jersey,Union County,573660,572833,570417,572726
New Jersey,Warren County,109520,110567,110903,111252
New Mexico,Bernalillo County,676853,675286,672957,671586
New Mexico,Catron County,3606,3710,3793,3825
New Mexico,Chaves County,65149,64650,63892,63561
New Mexico,Cibola County,27101,27185,26871,26780
New Mexico,Colfax County,12352,12346,12272,12255
New Mexico,Curry County,48370,47936,47430,47222
New Mexico,De Baca County,1681,1679,1692,1657
New Mexico,Doña Ana County,220060,221732,223530,225210
New Mexico,Eddy County,62333,60855,60203,60275
New Mexico,Grant County,28205,27893,27693,27472
New Mexico,Guadalupe County,4439,4423,4316,4292
New Mexico,Harding County,653,631,621,624
New Mexico,Hidalgo County,4164,4086,4011,3965
New Mexico,Lea County,74642,73062,72343,72101
New Mexico,Lincoln County,20307,20400,20343,20029
New Mexico,Los Alamos County,19418,19390,19273,19444
New Mexico,Luna County,25458,25471,25693,25316
New Mexico,McKinley County,72590,71464,69931,68797
New Mexico,Mora County,4191,4189,4147,4123
New Mexico,Otero County,67862,68486,68517,68835
New Mexico,Quay County,8712,8620,8529,8510
New Mexico,Rio Arriba County,40271,40216,39991,39876
New Mexico,Roosevelt County,19148,18992,18858,18787
New Mexico,Sandoval County,149290,151478,153597,155936
New Mexico,San Juan County,121376,120996,120569,120675
New Mexico,San Miguel County,27131,27155,26902,26668
New Mexico,Santa Fe County,155043,155400,155761,155956
New Mexico,Sierra County,11562,11519,11474,11488
New Mexico,Socorro County,16551,16291,16111,15963
New Mexico,Taos County,34463,34685,34590,34405
New Mexico,Torrance County,15062,15313,15383,15633
New Mexico,Union County,4071,4096,3982,3964
New Mexico,Valencia County,76374,77315,78201,79141
New York,Albany County,314018,316178,315921,316659
New York,Allegany County,47328,46938,46726,46651
New York,Bronx County,1461151,1424084,1381808,1356476
New York,Broome County,198156,198562,197258,196077
New York,Cattaraugus County,76974,76539,76050,75600
New York,Cayuga County,76147,75451,74679,74485
New York,Chautauqua County,127376,126183,125344,124891
New York,Chemung County,83668,83039,81641,81325
New York,Chenango County,47064,46569,46331,45920
New York,Clinton County,79699,78993,78037,78115
New York,Columbia County,61414,61961,61108,60470
New York,Cortland County,46741,46413,46081,45752
New York,Delaware County,44231,44718,44774,44410
New York,Dutchess County,295901,298776,297609,297150
New York,Erie County,952342,952912,948423,946147
New York,Essex County,37275,37233,36763,36775
New York,Franklin County,47477,47106,46393,46502
New York,Fulton County,53100,52747,52256,52234
New York,Genesee County,58302,57889,57398,57529
New York,Greene County,47752,47884,47345,47062
New York,Hamilton County,5079,5122,5121,5082
New York,Herkimer County,60037,60023,59584,59484
New York,Jefferson County,116069,116902,115461,114787
New York,Kings County,2718447,2637522,2589531,2561225
New York,Lewis County,26560,26722,26595,26548
New York,Livingston County,61590,61691,61340,61158
New York,Madison County,67935,67382,67054,66921
New York,Monroe County,757551,755813,750887,748482
New York,Montgomery County,49485,49482,49333,49368
New York,Nassau County,1390491,1391809,1385294,1381715
New York,New York County,1677232,1578055,1594543,1597451
New York,Niagara County,212126,211719,210467,209457
New York,Oneida County,231082,229620,228358,227555
New York,Onondaga County,474192,471887,469728,467873
New York,Ontario County,112363,112661,112481,112494
New York,Orange County,400986,405167,406491,407470
New York,Orleans County,40135,39515,39163,39124
New York,Oswego County,117429,117984,118239,118162
New York,Otsego County,58373,60732,60409,60126
New York,Putnam County,97635,98228,98312,98060
New York,Queens County,2388864,2329008,2278558,2252196
New York,Rensselaer County,160871,160622,159421,159305
New York,Richmond County,494598,493547,491358,490687
New York,Rockland County,337367,339786,340357,340807
New York,St. Lawrence County,108329,107823,107089,106940
New York,Saratoga County,235793,237846,238468,238711
New York,Schenectady County,159289,160046,159694,159902
New York,Schoharie County,29753,30132,30091,30105
New York,Schuyler County,17864,17789,17609,17507
New York,Seneca County,33516,33414,32586,32349
New York,Steuben County,93309,93087,92505,92162
New York,Suffolk County,1522064,1533815,1527974,1523170
New York,Sullivan County,78453,79702,79735,79920
New York,Tioga County,48348,48080,47766,47715
New York,Tompkins County,99772,105966,104299,103558
New York,Ulster County,181271,183489,182320,182333
New York,Warren County,65609,65735,65427,65380
New York,Washington County,61091,60858,60810,60047
New York,Wayne County,91202,91149,90958,90829
New York,Westchester County,1001453,999856,991736,990817
New York,Wyoming County,40259,39927,39601,39532
New York,Yates County,24722,24638,24502,24472
North Carolina,Alamance County,171960,173968,176618,179165
North Carolina,Alexander County,36489,36364,36316,36473
North Carolina,Alleghany County,10895,11079,11193,11342
North Carolina,Anson County,22037,21905,21958,21897
North Carolina,Ashe County,26584,26757,27062,27063
North Carolina,Avery County,17847,17522,17541,17561
North Carolina,Beaufort County,44694,44462,44400,44481
North Carolina,Bertie County,17863,17371,17068,16922
North Carolina,Bladen County,29632,29544,29391,29484
North Carolina,Brunswick County,138168,144843,152908,159964
North Carolina,Buncombe County,269702,271945,273790,275901
North Carolina,Burke County,87565,87589,87972,88338
North Carolina,Cabarrus County,227219,231788,235909,240016
North Carolina,Caldwell County,80652,80547,80347,80574
North Carolina,Camden County,10408,10821,11090,11137
North Carolina,Carteret County,67728,68729,69326,69615
North Carolina,Caswell County,22697,22691,22431,22807
North Carolina,Catawba County,160888,161675,163167,164645
North Carolina,Chatham County,76664,78141,79939,81624
North Carolina,Cherokee County,28858,29194,29459,29959
North Carolina,Chowan County,13703,13761,13898,13891
North Carolina,Clay County,11142,11375,11615,11864
North Carolina,Cleveland County,99817,100341,100653,101378
North Carolina,Columbus County,50496,50020,50075,50121
North Carolina,Craven County,100307,100396,101087,102391
North Carolina,Cumberland County,335470,337888,336781,337890
North Carolina,Currituck County,28405,29700,31008,31593
North Carolina,Dare County,37039,37914,37987,38110
North Carolina,Davidson County,169203,170717,172380,174804
North Carolina,Davie County,42903,43652,44115,44599
North Carolina,Duplin County,48658,48558,48934,49520
North Carolina,Durham County,325567,329849,333292,336892
North Carolina,Edgecombe County,48775,48333,48389,48832
North Carolina,Forsyth County,383202,386376,389661,392921
North Carolina,Franklin County,69164,71832,74400,77001
North Carolina,Gaston County,228532,231277,233970,237242
North Carolina,Gates County,10452,10403,10370,10343
North Carolina,Graham County,8036,8008,8032,8052
North Carolina,Granville County,61061,61365,61702,62192
North Carolina,Greene County,20446,20280,20367,20530
North Carolina,Guilford County,539321,542495,546457,549866
North Carolina,Halifax County,48528,48353,47711,47298
North Carolina,Harnett County,133757,135586,138478,141477
North Carolina,Haywood County,62218,62522,62615,62969
North Carolina,Henderson County,116574,117155,118298,119230
North Carolina,Hertford County,21378,19953,19634,19453
North Carolina,Hoke County,52236,53179,53691,54446
North Carolina,Hyde County,4553,4643,4656,4607
North Carolina,Iredell County,187683,192186,195874,199710
North Carolina,Jackson County,42237,42587,43922,44574
North Carolina,Johnston County,217808,227302,234902,241955
North Carolina,Jones County,9149,9210,9219,9401
North Carolina,Lee County,63434,64052,65543,67059
North Carolina,Lenoir County,55046,54683,54499,54895
North Carolina,Lincoln County,87220,89941,93108,95675
North Carolina,McDowell County,44547,44530,44755,44893
North Carolina,Macon County,37098,37470,37969,38412
North Carolina,Madison County,21287,21728,21881,22071
North Carolina,Martin County,21952,21741,21478,21447
North Carolina,Mecklenburg County,1117423,1126283,1144075,1163701
North Carolina,Mitchell County,14900,14975,15048,14999
North Carolina,Montgomery County,25731,25862,25841,26085
North Carolina,Moore County,100296,103044,105491,106898
North Carolina,Nash County,95157,95204,95820,96551
North Carolina,New Hanover County,226326,230019,235784,238852
North Carolina,Northampton County,17433,17116,16827,16715
North Carolina,Onslow County,207757,206018,209031,213676
North Carolina,Orange County,143602,148693,150253,150626
North Carolina,Pamlico County,12300,12342,12234,12423
North Carolina,Pasquotank County,40577,40807,41168,41444
North Carolina,Pender County,60639,63020,65698,68521
North Carolina,Perquimans County,13018,13117,13221,13377
North Carolina,Person County,39187,39148,39343,39737
North Carolina,Pitt County,170390,172235,173610,175119
North Carolina,Polk County,19390,19714,20012,20060
North Carolina,Randolph County,144425,145154,146196,147458
North Carolina,Richmond County,42914,42805,42573,42324
North Carolina,Robeson County,116309,116142,116466,117365
North Carolina,Rockingham County,91195,91211,91966,92518
North Carolina,Rowan County,147167,147937,149673,151661
North Carolina,Rutherford County,64486,64616,64945,65507
North Carolina,Sampson County,59085,59022,59027,59601
North Carolina,Scotland County,34290,34285,34350,34376
North Carolina,Stanly County,62642,63100,64231,65699
North Carolina,Stokes County,44572,44625,45136,45532
North Carolina,Surry County,71373,71257,71482,71462
North Carolina,Swain County,14103,14128,13936,13916
North Carolina,Transylvania County,33048,33272,33373,33549
North Carolina,Tyrrell County,3241,3379,3473,3461
North Carolina,Union County,239470,244259,249172,256452
North Carolina,Vance County,42540,42101,42154,42301
North Carolina,Wake County,1130483,1152301,1170778,1190275
North Carolina,Warren County,18596,18798,18677,18836
North Carolina,Washington County,10980,10883,10776,10713
North Carolina,Watauga County,54122,54968,55013,54748
North Carolina,Wayne County,117221,116857,117449,118686
North Carolina,Wilkes County,65916,65826,65791,66013
North Carolina,Wilson County,78804,78241,78306,78970
North Carolina,Yadkin County,37254,37276,37507,37774
North Carolina,Yancey County,18496,18764,18768,18938
North Dakota,Adams County,2195,2169,2133,2163
North Dakota,Barnes County,10851,10815,10761,10726
North Dakota,Benson County,5935,5773,5772,5745
North Dakota,Billings County,933,963,1025,1034
North Dakota,Bottineau County,6388,6448,6384,6349
North Dakota,Bowman County,2980,2900,2899,2867
North Dakota,Burke County,2194,2154,2132,2134
North Dakota,Burleigh County,98601,98965,99396,100012
North Dakota,Cass County,184876,189377,192713,196362
North Dakota,Cavalier County,3704,3680,3608,3596
North Dakota,Dickey County,4969,4901,4928,4900
North Dakota,Divide County,2205,2182,2169,2135
North Dakota,Dunn County,4098,4018,3994,4019
North Dakota,Eddy County,2324,2324,2307,2263
North Dakota,Emmons County,3286,3257,3254,3224
North Dakota,Foster County,3387,3364,3380,3309
North Dakota,Golden Valley County,1721,1755,1746,1743
North Dakota,Grand Forks County,73141,72586,72421,72708
North Dakota,Grant County,2286,2303,2238,2215
North Dakota,Griggs County,2291,2281,2249,2248
North Dakota,Hettinger County,2467,2425,2411,2415
North Dakota,Kidder County,2382,2354,2381,2342
North Dakota,LaMoure County,4101,4079,4076,4096
North Dakota,Logan County,1885,1863,1838,1869
North Dakota,McHenry County,5332,5238,5195,5131
North Dakota,McIntosh County,2517,2517,2495,2488
North Dakota,McKenzie County,14776,13858,13889,14252
North Dakota,McLean County,9766,9823,9858,9832
North Dakota,Mercer County,8347,8339,8327,8309
North Dakota,Morton County,33315,33565,33705,33895
North Dakota,Mountrail County,9788,9562,9241,9383
North Dakota,Nelson County,2994,3049,2999,2991
North Dakota,Oliver County,1869,1876,1862,1879
North Dakota,Pembina County,6838,6773,6745,6661
North Dakota,Pierce County,3982,3944,3931,3902
North Dakota,Ramsey County,11572,11611,11516,11463
North Dakota,Ransom County,5692,5682,5647,5603
North Dakota,Renville County,2274,2265,2250,2279
North Dakota,Richland County,16534,16557,16574,16558
North Dakota,Rolette County,12193,12067,11867,11728
North Dakota,Sargent County,3828,3829,3804,3776
North Dakota,Sheridan County,1259,1263,1286,1266
North Dakota,Sioux County,3880,3747,3686,3643
North Dakota,Slope County,703,696,682,674
North Dakota,Stark County,33832,33029,32718,33001
North Dakota,Steele County,1794,1806,1793,1782
North Dakota,Stutsman County,21540,21579,21476,21392
North Dakota,Towner County,2147,2128,2060,2030
North Dakota,Traill County,7987,7987,7955,7908
North Dakota,Walsh County,10529,10490,10460,10305
North Dakota,Ward County,69921,69364,68788,68332
North Dakota,Wells County,3972,3903,3922,3876
North Dakota,Williams County,41182,38499,37966,39113
Ohio,Adams County,27440,27574,27459,27521
Ohio,Allen County,102125,101784,101097,100838
Ohio,Ashland County,52470,52183,52024,52190
Ohio,Ashtabula County,97495,97439,96960,96845
Ohio,Athens County,62393,59096,60881,62706
Ohio,Auglaize County,46472,46255,45946,46050
Ohio,Belmont County,66292,65899,65495,64918
Ohio,Brown County,43673,43696,43700,43777
Ohio,Butler County,390878,387619,389728,393043
Ohio,Carroll County,26702,26700,26686,26758
Ohio,Champaign County,38743,38794,38743,38845
Ohio,Clark County,135887,135608,134732,134610
Ohio,Clermont County,208750,209893,210679,211972
Ohio,Clinton County,42028,42115,41890,41938
Ohio,Columbiana County,101642,101352,100569,100182
Ohio,Coshocton County,36584,36658,36615,36869
Ohio,Crawford County,42013,41782,41509,41529
Ohio,Cuyahoga County,1262573,1247496,1236994,1233088
Ohio,Darke County,51893,51642,51526,51415
Ohio,Defiance County,38262,38170,38128,38315
Ohio,Delaware County,215166,221282,226526,231636
Ohio,Erie County,75481,74886,74514,74035
Ohio,Fairfield County,159448,161209,162956,165360
Ohio,Fayette County,28975,28934,28832,28817
Ohio,Franklin County,1324441,1317346,1321730,1326063
Ohio,Fulton County,42646,42499,42158,42007
Ohio,Gallia County,29233,29224,29030,28986
Ohio,Geauga County,95387,95708,95491,95407
Ohio,Greene County,168131,168236,169027,169691
Ohio,Guernsey County,38423,38287,38060,38089
Ohio,Hamilton County,830377,827430,824721,827058
Ohio,Hancock County,74928,74764,74774,74704
Ohio,Hardin County,30727,30448,30391,30368
Ohio,Harrison County,14491,14458,14351,14159
Ohio,Henry County,27668,27560,27526,27520
Ohio,Highland County,43359,43444,43426,43614
Ohio,Hocking County,28040,28101,27818,27540
Ohio,Holmes County,44227,44349,44375,44386
Ohio,Huron County,58495,58412,58219,58199
Ohio,Jackson County,32662,32539,32611,32606
Ohio,Jefferson County,65178,65085,64273,64026
Ohio,Knox County,62803,62543,63196,63320
Ohio,Lake County,232516,232222,231736,231640
Ohio,Lawrence County,58137,57408,56572,56118
Ohio,Licking County,178784,180021,181765,183201
Ohio,Logan County,46116,46158,46062,46057
Ohio,Lorain County,313498,314216,316031,317910
Ohio,Lucas County,430859,429482,426719,425484
Ohio,Madison County,43849,44428,43581,44602
Ohio,Mahoning County,228009,226529,225922,225596
Ohio,Marion County,65388,65310,64609,64851
Ohio,Medina County,182646,183394,183489,184042
Ohio,Meigs County,22159,22078,21961,21767
Ohio,Mercer County,42542,42392,42424,42439
Ohio,Miami County,108959,109411,110213,110876
Ohio,Monroe County,13350,13331,13215,13153
Ohio,Montgomery County,537119,536155,533474,533796
Ohio,Morgan County,13762,13703,13669,13646
Ohio,Morrow County,34980,35205,35336,35595
Ohio,Muskingum County,86468,86577,86114,86305
Ohio,Noble County,14090,14309,14325,14311
Ohio,Ottawa County,40296,40166,39968,39803
Ohio,Paulding County,18811,18902,18762,18706
Ohio,Perry County,35446,35464,35471,35551
Ohio,Pickaway County,58656,58765,60007,61086
Ohio,Pike County,27072,27094,27012,27001
Ohio,Portage County,161853,159076,161742,162665
Ohio,Preble County,41007,40871,40574,40556
Ohio,Putnam County,34385,34341,34330,34199
Ohio,Richland County,124966,125341,125261,125064
Ohio,Ross County,77049,76500,76508,76501
Ohio,Sandusky County,58856,58741,58567,58709
Ohio,Scioto County,73848,72989,72189,71969
Ohio,Seneca County,55054,54864,54534,54527
Ohio,Shelby County,48146,48023,47684,47765
Ohio,Stark County,374522,373792,372785,372716
Ohio,Summit County,539821,537436,535769,535733
Ohio,Trumbull County,201681,201572,200726,200373
Ohio,Tuscarawas County,93193,92618,91971,91874
Ohio,Union County,63085,65106,66876,69637
Ohio,Van Wert County,28916,28784,28804,28704
Ohio,Vinton County,12801,12703,12577,12474
Ohio,Warren County,243228,246828,249735,252148
Ohio,Washington County,59647,59486,58868,58577
Ohio,Wayne County,116923,116175,116552,116510
Ohio,Williams County,37078,36763,36648,36591
Ohio,Wood County,132256,130310,131642,132650
Ohio,Wyandot County,21864,21689,21552,21457
Oklahoma,Adair County,19456,19442,19516,19627
Oklahoma,Alfalfa County,5711,5695,5689,5673
Oklahoma,Atoka County,14165,14294,14327,14525
Oklahoma,Beaver County,5030,4994,5019,5018
Oklahoma,Beckham County,22334,22032,21976,22042
Oklahoma,Blaine County,8701,8547,8445,8539
Oklahoma,Bryan County,46330,47126,48038,48967
Oklahoma,Caddo County,26909,26461,26237,26214
Oklahoma,Canadian County,155434,161999,169254,175829
Oklahoma,Carter County,48042,48254,48336,48596
Oklahoma,Cherokee County,47096,47659,48074,48185
Oklahoma,Choctaw County,14205,14363,14407,14276
Oklahoma,Cimarron County,2289,2247,2233,2191
Oklahoma,Cleveland County,296236,298110,299484,301193
Oklahoma,Coal County,5279,5304,5291,5266
Oklahoma,Comanche County,121125,122324,122225,121574
Oklahoma,Cotton County,5535,5442,5449,5427
Oklahoma,Craig County,14141,14201,14176,14494
Oklahoma,Creek County,71841,72224,72686,73332
Oklahoma,Custer County,28449,28175,28039,28266
Oklahoma,Delaware County,40392,40970,41480,41703
Oklahoma,Dewey County,4475,4418,4404,4286
Oklahoma,Ellis County,3739,3733,3683,3648
Oklahoma,Garfield County,62691,61964,61951,62023
Oklahoma,Garvin County,25647,25770,25771,25865
Oklahoma,Grady County,54881,55595,56648,57375
Oklahoma,Grant County,4180,4145,4122,4083
Oklahoma,Greer County,5492,5480,5546,5466
Oklahoma,Harmon County,2476,2403,2416,2392
Oklahoma,Harper County,3252,3177,3165,3190
Oklahoma,Haskell County,11550,11615,11667,11832
Oklahoma,Hughes County,13346,13401,13434,13436
Oklahoma,Jackson County,24747,24744,24659,24669
Oklahoma,Jefferson County,5322,5390,5408,5347
Oklahoma,Johnston County,10249,10332,10346,10216
Oklahoma,Kay County,43599,43715,43738,43641
Oklahoma,Kingfisher County,15178,15223,15228,15481
Oklahoma,Kiowa County,8501,8404,8480,8398
Oklahoma,Latimer County,9479,9454,9556,9526
Oklahoma,Le Flore County,48197,48603,49002,49596
Oklahoma,Lincoln County,33498,33846,34134,34562
Oklahoma,Logan County,49736,50900,51924,53029
Oklahoma,Love County,10158,10237,10174,10296
Oklahoma,McClain County,41914,43535,45410,47072
Oklahoma,McCurtain County,30852,30824,30773,30660
Oklahoma,McIntosh County,18950,19249,19403,19603
Oklahoma,Major County,7746,7636,7536,7581
Oklahoma,Marshall County,15340,15552,15921,15970
Oklahoma,Mayes County,39059,39259,39570,39889
Oklahoma,Murray County,13876,13716,13681,13754
Oklahoma,Muskogee County,66246,66267,66307,66677
Oklahoma,Noble County,10927,10941,10845,10832
Oklahoma,Nowata County,9320,9352,9413,9438
Oklahoma,Okfuskee County,11268,11222,11227,11300
Oklahoma,Oklahoma County,798241,799845,803103,808866
Oklahoma,Okmulgee County,36693,36848,37011,37035
Oklahoma,Osage County,45787,45882,45852,46130
Oklahoma,Ottawa County,30222,30380,30329,30287
Oklahoma,Pawnee County,15557,15707,15681,15864
Oklahoma,Payne County,81648,82163,82701,83352
Oklahoma,Pittsburg County,43788,43630,43476,43479
Oklahoma,Pontotoc County,38095,38184,38032,38396
Oklahoma,Pottawatomie County,72559,73045,73351,73791
Oklahoma,Pushmataha County,10792,10767,10709,10800
Oklahoma,Roger Mills County,3429,3365,3337,3295
Oklahoma,Rogers County,95386,96871,99060,100248
Oklahoma,Seminole County,23517,23542,23464,23565
Oklahoma,Sequoyah County,39257,39494,39801,40291
Oklahoma,Stephens County,42822,43110,43616,44014
Oklahoma,Texas County,21289,20849,20505,20371
Oklahoma,Tillman County,6947,7040,6971,6869
Oklahoma,Tulsa County,670702,674051,677061,682868
Oklahoma,Wagoner County,81384,84230,86697,89280
Oklahoma,Washington County,52615,52903,53238,53706
Oklahoma,Washita County,10903,10899,10736,10736
Oklahoma,Woods County,8598,8623,8602,8564
Oklahoma,Woodward County,20412,20241,20015,19947
Oregon,Baker County,16731,16880,16937,16912
Oregon,Benton County,95214,96321,97661,97713
Oregon,Clackamas County,422468,423804,423118,423173
Oregon,Clatsop County,41162,41932,41652,41102
Oregon,Columbia County,52724,53202,53607,53880
Oregon,Coos County,64979,65126,64923,64212
Oregon,Crook County,24929,25762,26377,26952
Oregon,Curry County,23519,23719,23613,23296
Oregon,Deschutes County,199464,205283,206483,208513
Oregon,Douglas County,111295,112149,112290,112435
Oregon,Gilliam County,2016,2013,2008,2026
Oregon,Grant County,7240,7288,7225,7215
Oregon,Harney County,7507,7602,7532,7440
Oregon,Hood River County,23962,24086,24035,23745
Oregon,Jackson County,223620,224353,221669,220768
Oregon,Jefferson County,24581,25105,25324,25454
Oregon,Josephine County,88238,88637,87800,87821
Oregon,Klamath County,69553,70246,70190,70003
Oregon,Lake County,8172,8290,8373,8293
Oregon,Lane County,383308,384121,382181,381181
Oregon,Lincoln County,50510,51013,50752,50821
Oregon,Linn County,128981,130120,130622,131496
Oregon,Malheur County,31642,31677,31858,32044
Oregon,Marion County,346350,347851,346719,346741
Oregon,Morrow County,12221,12359,12292,12302
Oregon,Multnomah County,816514,805319,794563,789698
Oregon,Polk County,87956,89373,89593,89805
Oregon,Sherman County,1871,1907,1947,1951
Oregon,Tillamook County,27461,27808,27521,27417
Oregon,Umatilla County,80108,80153,80261,80053
Oregon,Union County,26173,26288,26165,25944
Oregon,Wallowa County,7406,7558,7650,7674
Oregon,Wasco County,26640,26739,26555,26333
Oregon,Washington County,601130,602453,600086,598865
Oregon,Wheeler County,1454,1447,1435,1436
Oregon,Yamhill County,107945,108481,108362,108644
Pennsylvania,Adams County,103798,105686,105959,106748
Pennsylvania,Allegheny County,1249565,1245220,1232605,1224825
Pennsylvania,Armstrong County,65470,65212,64704,64074
Pennsylvania,Beaver County,167873,166967,165737,165631
Pennsylvania,Bedford County,47568,47487,47421,47350
Pennsylvania,Berks County,428671,429635,431573,432821
Pennsylvania,Blair County,122666,122150,120734,120273
Pennsylvania,Bradford County,59968,60137,59854,59695
Pennsylvania,Bucks County,646173,647397,645557,645984
Pennsylvania,Butler County,194077,196759,197368,198413
Pennsylvania,Cambria County,133211,132237,131429,130668
Pennsylvania,Cameron County,4527,4458,4406,4380
Pennsylvania,Carbon County,64752,65522,65493,65458
Pennsylvania,Centre County,157979,157984,157533,157795
Pennsylvania,Chester County,534830,540939,546638,549784
Pennsylvania,Clarion County,37199,37594,37227,36970
Pennsylvania,Clearfield County,80432,78335,77824,77090
Pennsylvania,Clinton County,37370,38015,37776,37607
Pennsylvania,Columbia County,64686,64981,65289,65439
Pennsylvania,Crawford County,83807,83209,82405,82001
Pennsylvania,Cumberland County,260258,265537,268532,270738
Pennsylvania,Dauphin County,286710,288252,288687,289234
Pennsylvania,Delaware County,576356,576892,575873,576720
Pennsylvania,Elk County,30946,30796,30467,30198
Pennsylvania,Erie County,270578,269257,268840,267571
Pennsylvania,Fayette County,128588,127122,125368,123915
Pennsylvania,Forest County,6958,6890,6603,6449
Pennsylvania,Franklin County,155949,156573,156951,157854
Pennsylvania,Fulton County,14579,14551,14554,14468
Pennsylvania,Greene County,35868,35284,34529,34357
Pennsylvania,Huntingdon County,44049,43958,43297,43514
Pennsylvania,Indiana County,83151,83201,83064,83094
Pennsylvania,Jefferson County,44487,44120,43731,43612
Pennsylvania,Juniata County,23484,23355,23281,23243
Pennsylvania,Lackawanna County,215539,216043,215750,216123
Pennsylvania,Lancaster County,552821,556292,556660,558589
Pennsylvania,Lawrence County,85970,85554,84812,84472
Pennsylvania,Lebanon County,143278,143759,143902,144252
Pennsylvania,Lehigh County,374501,375889,376274,377754
Pennsylvania,Luzerne County,325217,325942,326496,327388
Pennsylvania,Lycoming County,114125,113561,113034,112724
Pennsylvania,McKean County,40399,40317,39819,39519
Pennsylvania,Mercer County,110550,109958,109137,108503
Pennsylvania,Mifflin County,46137,46171,45984,45922
Pennsylvania,Monroe County,168314,168676,167451,166053
Pennsylvania,Montgomery County,856998,864249,865044,868742
Pennsylvania,Montour County,18131,18089,18054,17860
Pennsylvania,Northampton County,312784,318157,317900,319091
Pennsylvania,Northumberland County,91545,90989,90123,90120
Pennsylvania,Perry County,45825,45943,46113,46083
Pennsylvania,Philadelphia County,1600684,1589623,1566836,1550542
Pennsylvania,Pike County,58574,59997,60576,61247
Pennsylvania,Potter County,16383,16311,16206,15999
Pennsylvania,Schuylkill County,142963,143157,143188,143786
Pennsylvania,Snyder County,39733,39734,39506,39717
Pennsylvania,Somerset County,74019,72989,72629,72197
Pennsylvania,Sullivan County,5828,5859,5845,5834
Pennsylvania,Susquehanna County,38346,38417,38139,38109
Pennsylvania,Tioga County,41025,41308,40967,40840
Pennsylvania,Union County,42646,42469,42690,42042
Pennsylvania,Venango County,50365,50040,49734,49431
Pennsylvania,Warren County,38511,38161,37818,37572
Pennsylvania,Washington County,209434,210054,209940,210232
Pennsylvania,Wayne County,51151,51188,51084,51262
Pennsylvania,Westmoreland County,354346,353717,351998,351163
Pennsylvania,Wyoming County,26032,26106,26024,25902
Pennsylvania,York County,456720,459183,461049,464640
Rhode Island,Bristol County,50784,50774,50307,50255
Rhode Island,Kent County,170406,171077,171134,171278
Rhode Island,Newport County,85515,85608,84721,83832
Rhode Island,Providence County,659963,658782,657424,660615
Rhode Island,Washington County,129776,130851,130256,129982
South Carolina,Abbeville County,24266,24262,24338,24434
South Carolina,Aiken County,169168,171247,174228,177130
South Carolina,Allendale County,7934,7714,7418,7369
South Carolina,Anderson County,204195,206885,209652,213076
South Carolina,Bamberg County,13260,13117,12950,12974
South Carolina,Barnwell County,20586,20594,20471,20447
South Carolina,Beaufort County,187815,191997,196147,198979
South Carolina,Berkeley County,231533,236857,244952,255217
South Carolina,Calhoun County,14114,14138,14197,14186
South Carolina,Charleston County,409899,414514,419350,424367
South Carolina,Cherokee County,56220,56098,56121,56714
South Carolina,Chester County,32284,32148,31993,32226
South Carolina,Chesterfield County,43256,43337,43741,44031
South Carolina,Clarendon County,30841,30961,30927,31004
South Carolina,Colleton County,38537,38459,38580,38874
South Carolina,Darlington County,62848,62725,62436,62416
South Carolina,Dillon County,28277,27970,27747,27698
South Carolina,Dorchester County,162043,163452,166050,169833
South Carolina,Edgefield County,25671,26274,26959,27607
South Carolina,Fairfield County,20887,20695,20450,20422
South Carolina,Florence County,136817,136401,136740,137214
South Carolina,Georgetown County,63509,63925,64669,65731
South Carolina,Greenville County,527249,534648,547845,558036
South Carolina,Greenwood County,69390,69126,69223,69460
South Carolina,Hampton County,18515,18244,18136,18122
South Carolina,Horry County,353765,366093,383147,397478
South Carolina,Jasper County,29150,30431,31986,33544
South Carolina,Kershaw County,65590,66205,67850,69905
South Carolina,Lancaster County,96588,100529,104724,108215
South Carolina,Laurens County,67634,67835,67951,68873
South Carolina,Lee County,16539,16272,16161,15967
South Carolina,Lexington County,295047,300650,305105,309528
South Carolina,McCormick County,9518,9764,9741,9941
South Carolina,Marion County,29086,28852,28471,28508
South Carolina,Marlboro County,26490,26235,26006,25704
South Carolina,Newberry County,37731,37968,38315,38825
South Carolina,Oconee County,78784,79318,80160,81221
South Carolina,Orangeburg County,83954,82815,83101,82820
South Carolina,Pickens County,131684,132097,133470,135495
